definition_id,criteria_name,value,unit,value_si
def_unk_2009_1289,min_canopy_cover,60.0,,60.0
def_unk_2009_1289,min_height,16.0,m,16.0
def_sou_unknown_1292,min_height,20.0,m,20.0
def_spa_2008_1293,min_canopy_cover,10.0,,10.0
def_uni_2006_1295,min_canopy_cover,25.0,,25.0
def_uni_2006_1295,min_height,5.0,m,5.0
def_uni_2009_1296,min_area,0.5,ha,0.5
def_uni_2009_1296,min_canopy_cover,20.0,,20.0
def_uni_2009_1296,min_height,20.0,m,20.0
def_uni_2009_1296,min_width,20.0,m,20.0
def_uni_2010_1297,min_area,2.0,ha,2.0
def_uni_2010_1297,min_canopy_cover,20.0,,20.0
def_uni_2010_1297,min_height,50.0,m,50.0
def_usa_1905_1298,min_canopy_cover,20.0,,20.0
def_usa_2008_1299,min_canopy_cover,25.0,,25.0
def_aus_unknown_1300,min_height,5.0,metre,5.0
def_uni_2010_1303,min_canopy_cover,20.0,,20.0
def_usa_2001_1304,min_height,120.0,feet,36.576
def_can_unknown_1306,min_area,10.0,ha,10.0
def_aus_unknown_1309,min_canopy_cover,30.0,,30.0
def_aus_unknown_1309,min_height,5.0,m,5.0
def_aus_unknown_1310,min_height,5.0,metre,5.0
def_usa_2000_1311,min_area,1.0,acre,0.404686
def_usa_2000_1311,min_height,120.0,feet,36.576
def_usa_2000_1312,min_area,1.0,acre,0.404686
def_usa_2000_1312,min_height,120.0,feet,36.576
def_usa_2002_1313,min_height,3.0,m,3.0
def_can_1998_1320,min_area,0.5,ha,0.5
def_can_1998_1320,min_canopy_cover,60.0,,60.0
def_can_1998_1320,min_height,40.0,metre,40.0
def_can_1998_1320,min_width,40.0,metre,40.0
def_tur_2012_1324,min_height,8.0,m,8.0
def_tur_2012_1324,min_width,8.0,m,8.0
def_uk_2014_1325,min_canopy_cover,20.0,,20.0
def_usa_unknown_1327,min_area,10.0,acre,4.04686
def_unk_2063_1328,min_canopy_cover,20.0,,20.0
def_unk_2063_1328,min_height,18.0,m,18.0
def_ger_unknown_1329,min_height,5.0,meter,5.0
def_unk_unknown_1338,min_canopy_cover,40.0,,40.0
def_unk_unknown_1338,min_height,5.0,m,5.0
def_unk_2009_1339,min_canopy_cover,40.0,,40.0
def_unk_2009_1339,min_height,5.0,m,5.0
def_unk_1998_1345,min_canopy_cover,10.0,,10.0
def_unk_2000_1346,min_canopy_cover,10.0,,10.0
def_unk_1995_1347,min_canopy_cover,10.0,,10.0
def_ind_unknown_1348,min_canopy_cover,10.0,,10.0
def_unk_2003_1358,min_area,0.5,hectare,0.5
def_unk_2003_1358,min_canopy_cover,10.0,,10.0
def_unk_2003_1358,min_height,5.0,meter,5.0
def_unk_2003_1358,min_width,20.0,meter,20.0
def_chi_unknown_1360,min_area,0.5,hectare,0.5
def_chi_unknown_1360,min_canopy_cover,25.0,,25.0
def_chi_unknown_1360,min_height,5.0,meter,5.0
def_cze_2004_1361,min_area,0.01,ha,0.01
def_cze_2004_1361,min_height,4.0,m,4.0
def_cze_2004_1361,min_width,4.0,m,4.0
def_unk_1994_1362,min_height,2.0,m,2.0
def_ind_2017_1363,min_canopy_cover,10.0,,10.0
def_per_2014_1364,min_area,0.09,hectare,0.09
def_per_2015_1365,min_area,0.5,hectare,0.5
def_per_2015_1365,min_canopy_cover,30.0,,30.0
def_per_2015_1365,min_height,5.0,m,5.0
def_cze_1997_1366,min_area,0.01,ha,0.01
def_cze_1997_1366,min_height,4.0,m,4.0
def_cze_1997_1366,min_width,4.0,m,4.0
def_cze_2004_1367,min_area,0.01,ha,0.01
def_cze_2004_1367,min_height,4.0,m,4.0
def_cze_2004_1367,min_width,4.0,m,4.0
def_cze_unknown_1368,min_area,0.01,ha,0.01
def_cze_unknown_1368,min_height,4.0,m,4.0
def_cze_unknown_1368,min_width,4.0,m,4.0
def_den_1998_1369,min_area,0.5,ha,0.5
def_den_1998_1369,min_height,30.0,m,30.0
def_unk_2006_1370,min_height,0.25,m,0.25
def_lit_2010_1371,min_area,0.1,ha,0.1
def_lit_2010_1371,min_height,5.0,m,5.0
def_sou_unknown_1372,min_canopy_cover,202001.0,,202001.0
def_unk_unknown_1374,min_area,0.5,hectare,0.5
def_unk_unknown_1374,min_height,50.0,meter,50.0
def_unk_unknown_1374,min_width,50.0,meter,50.0
def_chi_2011_1375,min_area,0.5,hectare,0.5
def_chi_2011_1375,min_canopy_cover,10.0,,10.0
def_chi_2011_1375,min_height,5.0,meter,5.0
def_usa_unknown_1377,min_area,1.0,acre,0.404686
def_usa_unknown_1380,min_area,10.0,acre,4.04686
def_ken_2005_1395,min_canopy_cover,370.0,,370.0
def_unk_1995_1401,min_canopy_cover,10.0,,10.0
def_unk_2001_1405,min_canopy_cover,10.0,,10.0
def_ind_unknown_1406,min_canopy_cover,10.0,,10.0
def_unk_2001_1413,min_canopy_cover,10.0,,10.0
def_unk_2001_1418,min_area,0.05,hectare,0.05
def_unk_unknown_1423,min_canopy_cover,50.0,,50.0
def_ind_unknown_1424,min_area,1.0,ha,1.0
def_ind_unknown_1424,min_canopy_cover,30.0,,30.0
def_ind_unknown_1424,min_height,5.0,m,5.0
def_tan_2002_1426,min_canopy_cover,10.0,,10.0
def_tan_2002_1427,min_canopy_cover,10.0,,10.0
def_gre_2001_1428,min_area,0.5,ha,0.5
def_gre_2001_1428,min_canopy_cover,10.0,,10.0
def_gre_2001_1428,min_height,30.0,m,30.0
def_gre_2002_1429,min_area,0.05,ha,0.05
def_gre_2002_1429,min_canopy_cover,10.0,,10.0
def_gre_2002_1429,min_height,30.0,m,30.0
def_tan_2002_1430,min_canopy_cover,10.0,,10.0
def_unk_2001_1437,min_canopy_cover,10.0,,10.0
def_uk_unknown_1449,min_area,0.5,ha,0.5
def_uk_unknown_1449,min_canopy_cover,10.0,,10.0
def_uk_unknown_1449,min_height,5.0,metre,5.0
def_unk_2000_1450,min_area,0.5,ha,0.5
def_unk_2000_1450,min_canopy_cover,10.0,,10.0
def_unk_2000_1450,min_height,5.0,m,5.0
def_eur_unknown_1451,min_area,0.5,ha,0.5
def_eur_unknown_1451,min_canopy_cover,10.0,,10.0
def_eur_unknown_1451,min_height,5.0,m,5.0
def_eur_unknown_1451,min_width,20.0,m,20.0
def_unk_2003_1452,min_area,0.5,hectare,0.5
def_unk_2003_1452,min_canopy_cover,10.0,,10.0
def_unk_2003_1452,min_height,5.0,meter,5.0
def_unk_2003_1452,min_width,20.0,meter,20.0
def_alb_unknown_1464,min_area,2.0,ha,2.0
def_alb_unknown_1464,min_height,1000.0,m,1000.0
def_est_1998_1468,min_area,0.5,ha,0.5
def_est_1998_1468,min_height,1.3,m,1.3
def_unk_1994_1470,min_height,2.0,m,2.0
def_gre_unknown_1471,min_canopy_cover,20.0,,20.0
def_gre_unknown_1471,min_height,7.0,m,7.0
def_unk_2009_1472,min_canopy_cover,10.0,,10.0
def_hun_unknown_1473,min_area,15.0,ha,15.0
def_ind_unknown_1474,min_area,0.25,ha,0.25
def_ind_unknown_1474,min_canopy_cover,30.0,,30.0
def_ind_unknown_1474,min_height,5.0,m,5.0
def_ind_2004_1475,min_area,0.25,hectare,0.25
def_ind_2004_1475,min_canopy_cover,30.0,,30.0
def_ind_2004_1475,min_height,5.0,meter,5.0
def_unk_2002_1476,min_area,0.5,ha,0.5
def_unk_2002_1476,min_canopy_cover,50.0,,50.0
def_unk_2002_1476,min_height,40.0,m,40.0
def_unk_2002_1476,min_width,40.0,m,40.0
def_unk_2011_1478,min_canopy_cover,20.0,,20.0
def_mal_2016_1480,min_area,0.5,ha,0.5
def_mal_2016_1480,min_canopy_cover,30.0,,30.0
def_mal_2016_1480,min_height,5.0,m,5.0
def_mex_2005_1481,min_area,1.0,ha,1.0
def_mex_2005_1481,min_canopy_cover,2016.0,,2016.0
def_mex_2005_1481,min_height,2.0,m,2.0
def_nep_1999_1482,min_canopy_cover,10.0,,10.0
def_phi_2000_1483,min_area,0.5,hectare,0.5
def_phi_2000_1483,min_canopy_cover,10.0,,10.0
def_phi_2000_1483,min_height,5.0,meter,5.0
def_phi_2000_1483,min_width,20.0,meter,20.0
def_por_1994_1484,min_canopy_cover,15.0,,15.0
def_por_1994_1484,min_height,5.0,m,5.0
def_rom_1996_1485,min_area,0.25,ha,0.25
def_unk_2010_1486,min_area,0.5,ha,0.5
def_unk_2010_1486,min_canopy_cover,10.0,,10.0
def_unk_2010_1486,min_height,5.0,meter,5.0
def_tur_1937_1489,min_area,5.0,ha,5.0
def_tur_2010_1492,min_canopy_cover,100.0,,100.0
def_usa_unknown_1494,min_height,20.0,meter,20.0
def_usa_1905_1495,min_canopy_cover,20.0,,20.0
def_vie_1998_1496,min_canopy_cover,30.0,,30.0
def_cro_2010_1497,min_height,100.0,m,100.0
def_fin_2009_1500,min_height,1.0,m,1.0
def_gre_2002_1501,min_area,0.05,ha,0.05
def_gre_2002_1501,min_canopy_cover,10.0,,10.0
def_gre_2002_1501,min_height,30.0,m,30.0
def_unk_2014_1504,min_area,0.1,hectare,0.1
def_nep_unknown_1506,min_canopy_cover,10.0,,10.0
def_new_2011_1507,min_area,1.0,hectare,1.0
def_new_2011_1507,min_canopy_cover,30.0,,30.0
def_new_2011_1507,min_height,30.0,metre,30.0
def_new_2011_1507,min_width,30.0,metre,30.0
def_sou_unknown_1512,min_canopy_cover,202001.0,,202001.0
def_swe_2009_1513,min_canopy_cover,10.0,,10.0
def_swe_2009_1513,min_height,5.0,m,5.0
def_uni_2010_1515,min_canopy_cover,20.0,,20.0
def_uni_2009_1516,min_area,0.1,hectare,0.1
def_uni_2009_1516,min_height,20.0,metre,20.0
def_uni_2009_1516,min_width,20.0,metre,20.0
def_cam_2000_1517,min_area,0.5,hectare,0.5
def_cam_2000_1517,min_canopy_cover,10.0,,10.0
def_fin_2009_1519,min_height,1.0,m,1.0
def_aus_unknown_1526,min_canopy_cover,30.0,,30.0
def_aus_unknown_1526,min_height,5.0,m,5.0
def_unk_1994_1534,min_height,2.0,m,2.0
def_unk_2014_1535,min_height,5.0,metre,5.0
def_mal_1984_1537,min_height,5.0,meter,5.0
def_new_2011_1538,min_height,5.0,metre,5.0
def_usa_unknown_1539,min_height,12.0,feet,3.6576000000000004
def_can_1998_1545,min_area,0.5,ha,0.5
def_can_1998_1545,min_canopy_cover,60.0,,60.0
def_can_1998_1545,min_height,40.0,metre,40.0
def_can_1998_1545,min_width,40.0,metre,40.0
def_uk_2014_1546,min_canopy_cover,20.0,,20.0
def_unk_unknown_1556,min_canopy_cover,40.0,,40.0
def_unk_unknown_1556,min_height,5.0,m,5.0
def_ger_1993_1558,min_canopy_cover,20.0,,20.0
def_ger_1993_1558,min_height,7.0,m,7.0
def_eur_2000_1560,min_canopy_cover,20.0,,20.0
def_eur_2000_1560,min_height,7.0,m,7.0
def_eur_1993_1561,min_area,0.5,hectare,0.5
def_unk_1973_1563,min_canopy_cover,25.0,,25.0
def_unk_1995_1564,min_canopy_cover,20.0,,20.0
def_unk_1995_1564,min_height,7.0,m,7.0
def_unk_unknown_1566,min_area,1.0,hectare,1.0
def_unk_unknown_1566,min_canopy_cover,10.0,,10.0
def_unk_unknown_1566,min_height,2.0,meter,2.0
def_unk_unknown_1567,min_area,1.0,hectare,1.0
def_unk_unknown_1567,min_height,5.0,metre,5.0
def_eur_unknown_1568,min_area,0.5,ha,0.5
def_eur_unknown_1568,min_canopy_cover,10.0,,10.0
def_eur_unknown_1568,min_height,5.0,m,5.0
def_eur_unknown_1568,min_width,20.0,m,20.0
def_unk_2003_1571,min_area,0.5,hectare,0.5
def_unk_2003_1571,min_canopy_cover,10.0,,10.0
def_unk_2003_1571,min_height,5.0,meter,5.0
def_unk_2003_1571,min_width,20.0,meter,20.0
def_unk_2009_1572,min_area,0.5,ha,0.5
def_unk_2009_1572,min_canopy_cover,10.0,,10.0
def_unk_2009_1572,min_height,5.0,m,5.0
def_cze_unknown_1573,min_area,0.01,ha,0.01
def_geo_1999_1574,min_area,0.1,ha,0.1
def_slo_unknown_1576,min_area,0.01,ha,0.01
def_slo_1993_1577,min_area,0.05,ha,0.05
def_aus_1992_1578,min_canopy_cover,20.0,,20.0
def_aus_1992_1578,min_height,2.0,metre,2.0
def_aus_1996_1579,min_height,5.0,metre,5.0
def_aus_1998_1580,min_canopy_cover,20.0,,20.0
def_aus_1998_1580,min_height,2.0,metre,2.0
def_aus_unknown_1581,min_height,5.0,metre,5.0
def_cos_2014_1583,min_area,1.0,ha,1.0
def_cos_2014_1583,min_canopy_cover,30.0,,30.0
def_cos_2014_1583,min_height,5.0,meter,5.0
def_cze_2004_1585,min_area,0.01,ha,0.01
def_cze_2004_1585,min_height,4.0,m,4.0
def_cze_2004_1585,min_width,4.0,m,4.0
def_den_unknown_1586,min_area,3.0,ha,3.0
def_den_unknown_1586,min_height,6.0,m,6.0
def_unk_unknown_1587,min_area,0.05,hectare,0.05
def_unk_unknown_1587,min_height,2.0,m,2.0
def_fij_1992_1588,min_area,4.0,ha,4.0
def_fij_1992_1588,min_canopy_cover,25.0,,25.0
def_fra_1997_1589,min_area,5.0,acre,2.02343
def_fra_1997_1589,min_canopy_cover,10.0,,10.0
def_fra_1997_1589,min_height,15.0,m,15.0
def_fra_1997_1589,min_width,15.0,m,15.0
def_geo_1999_1590,min_area,0.1,ha,0.1
def_gre_unknown_1591,min_canopy_cover,20.0,,20.0
def_gre_unknown_1591,min_height,7.0,m,7.0
def_lat_2001_1593,min_canopy_cover,20.0,,20.0
def_unk_2011_1594,min_area,0.5,ha,0.5
def_unk_2011_1594,min_canopy_cover,15.0,,15.0
def_unk_2011_1594,min_height,5.0,m,5.0
def_phi_2000_1595,min_area,0.5,hectare,0.5
def_phi_2000_1595,min_canopy_cover,10.0,,10.0
def_phi_2000_1595,min_height,5.0,meter,5.0
def_phi_2000_1595,min_width,20.0,meter,20.0
def_slo_1994_1596,min_height,0.05,m,0.05
def_slo_unknown_1598,min_area,0.05,ha,0.05
def_tan_2002_1599,min_canopy_cover,10.0,,10.0
def_tan_2008_1600,min_area,1.0,ha,1.0
def_tan_2008_1600,min_canopy_cover,30.0,,30.0
def_tan_2008_1600,min_height,3.0,m,3.0
def_usa_unknown_1603,min_height,20.0,meter,20.0
def_usa_1905_1604,min_canopy_cover,20.0,,20.0
def_aus_unknown_1605,min_height,5.0,metre,5.0
def_bos_2001_1606,min_area,0.1,hectare,0.1
def_cro_2010_1607,min_height,100.0,m,100.0
def_cze_1995_1608,min_height,1995.0,m,1995.0
def_cze_1997_1609,min_area,0.01,ha,0.01
def_cze_1997_1609,min_height,4.0,m,4.0
def_cze_1997_1609,min_width,4.0,m,4.0
def_cze_2004_1610,min_area,0.01,ha,0.01
def_cze_2004_1610,min_height,4.0,m,4.0
def_cze_2004_1610,min_width,4.0,m,4.0
def_cze_unknown_1611,min_area,0.01,ha,0.01
def_cze_unknown_1611,min_height,4.0,m,4.0
def_cze_unknown_1611,min_width,4.0,m,4.0
def_lat_2000_1615,min_area,0.1,ha,0.1
def_lat_2000_1615,min_canopy_cover,20.0,,20.0
def_lat_2000_1615,min_height,7.0,m,7.0
def_unk_2006_1616,min_height,0.25,m,0.25
def_new_unknown_1617,min_canopy_cover,30.0,,30.0
def_new_unknown_1617,min_height,30.0,metre,30.0
def_new_unknown_1617,min_width,30.0,metre,30.0
def_ser_2010_1618,min_area,0.01,ha,0.01
def_slo_1993_1619,min_area,0.05,ha,0.05
def_swi_2006_1620,min_height,0.25,m,0.25
def_uni_2010_1621,min_canopy_cover,20.0,,20.0
def_lat_unknown_1624,min_canopy_cover,20.0,,20.0
def_usa_1994_1634,min_canopy_cover,10.0,,10.0
def_usa_1994_1634,min_height,3.0,meter,3.0
def_aus_unknown_1636,min_canopy_cover,30.0,,30.0
def_aus_unknown_1636,min_height,5.0,m,5.0
def_aus_unknown_1637,min_height,5.0,metre,5.0
def_eur_unknown_1653,min_height,15.0,m,15.0
def_unk_2014_1654,min_height,5.0,metre,5.0
def_uk_2014_1661,min_canopy_cover,20.0,,20.0
def_unk_2063_1663,min_canopy_cover,20.0,,20.0
def_unk_2063_1663,min_height,18.0,m,18.0
def_ger_unknown_1665,min_height,5.0,meter,5.0
def_unk_1998_1667,min_area,1.0,ha,1.0
def_unk_1998_1667,min_height,1.3,meter,1.3
def_ukr_1998_1674,min_height,28.0,m,28.0
def_unk_1998_1675,min_canopy_cover,10.0,,10.0
def_unk_2000_1676,min_canopy_cover,10.0,,10.0
def_unk_2009_1687,min_canopy_cover,10.0,,10.0
def_fra_2011_1688,min_area,50.0,acre,20.2343
def_fra_2011_1688,min_canopy_cover,10.0,,10.0
def_fra_2011_1688,min_height,20.0,meter,20.0
def_fra_2011_1688,min_width,20.0,meter,20.0
def_tur_1956_1691,min_area,3.0,ha,3.0
def_tur_1956_1691,min_height,8.0,m,8.0
def_fij_1992_1694,min_area,4.0,ha,4.0
def_fij_1992_1694,min_canopy_cover,25.0,,25.0
def_unk_2063_1695,min_canopy_cover,20.0,,20.0
def_unk_2063_1695,min_height,18.0,m,18.0
def_unk_unknown_1698,min_canopy_cover,30.0,,30.0
def_unk_unknown_1698,min_height,7.0,m,7.0
def_unk_unknown_1701,min_height,120.0,feet,36.576
def_unk_unknown_1702,min_canopy_cover,30.0,,30.0
def_unk_unknown_1702,min_height,7.0,m,7.0
def_cze_2004_1707,min_area,0.01,ha,0.01
def_cze_2004_1707,min_height,4.0,m,4.0
def_cze_2004_1707,min_width,4.0,m,4.0
def_est_1998_1708,min_area,0.5,ha,0.5
def_est_1998_1708,min_height,1.3,m,1.3
def_est_1998_1709,min_area,5.0,ha,5.0
def_est_1998_1709,min_height,3.0,m,3.0
def_ind_unknown_1710,min_area,1.0,ha,1.0
def_ind_unknown_1710,min_canopy_cover,30.0,,30.0
def_ind_unknown_1710,min_height,5.0,m,5.0
def_kyr_2000_1711,min_canopy_cover,20.0,,20.0
def_kyr_2000_1711,min_height,25.0,metre,25.0
def_kyr_2000_1711,min_width,25.0,metre,25.0
def_mon_2000_1712,min_area,0.05,ha,0.05
def_rom_unknown_1713,min_area,0.25,ha,0.25
def_usa_1905_1715,min_canopy_cover,20.0,,20.0
def_cam_1994_1717,min_area,0.0,hectare,0.0
def_cze_1997_1718,min_area,0.01,ha,0.01
def_cze_1997_1718,min_height,4.0,m,4.0
def_cze_1997_1718,min_width,4.0,m,4.0
def_cze_2004_1719,min_area,0.01,ha,0.01
def_cze_2004_1719,min_height,4.0,m,4.0
def_cze_2004_1719,min_width,4.0,m,4.0
def_cze_unknown_1720,min_area,0.01,ha,0.01
def_cze_unknown_1720,min_height,4.0,m,4.0
def_cze_unknown_1720,min_width,4.0,m,4.0
def_est_2002_1721,min_area,5.0,ha,5.0
def_est_2002_1721,min_canopy_cover,30.0,,30.0
def_est_2002_1721,min_height,3.0,m,3.0
def_lit_2010_1725,min_area,0.1,ha,0.1
def_lit_2010_1725,min_height,5.0,m,5.0
def_new_2006_1726,min_area,0.5,ha,0.5
def_new_2006_1726,min_canopy_cover,30.0,,30.0
def_new_2006_1726,min_height,5.0,m,5.0
def_new_2006_1726,min_width,5.0,metre,5.0
def_swe_2009_1729,min_canopy_cover,10.0,,10.0
def_swe_2009_1729,min_height,5.0,m,5.0
def_usa_2001_1730,min_height,120.0,feet,36.576
def_vie_2004_1733,min_canopy_cover,10.0,,10.0
def_usa_2000_1743,min_area,1.0,acre,0.404686
def_usa_2000_1743,min_height,120.0,feet,36.576
def_usa_unknown_1744,min_height,120.0,feet,36.576
def_usa_2000_1745,min_area,1.0,acre,0.404686
def_usa_2000_1745,min_height,120.0,feet,36.576
def_usa_unknown_1754,min_area,40.0,acre,16.18744
def_usa_1996_1758,min_area,15.0,acre,6.07029
def_usa_unknown_1759,min_area,15.0,acre,6.07029
def_usa_unknown_1775,min_height,26.0,m,26.0
def_unk_2010_1791,min_area,0.5,ha,0.5
def_unk_2010_1791,min_canopy_cover,10.0,,10.0
def_unk_2010_1791,min_height,5.0,m,5.0
def_unk_2009_1793,min_area,0.5,ha,0.5
def_unk_2009_1793,min_canopy_cover,10.0,,10.0
def_unk_2009_1793,min_height,5.0,m,5.0
def_cze_unknown_1794,min_area,0.01,ha,0.01
def_slo_unknown_1795,min_area,0.01,ha,0.01
def_ind_2017_1796,min_canopy_cover,10.0,,10.0
def_ind_unknown_1797,min_area,1.0,ha,1.0
def_ind_unknown_1797,min_canopy_cover,30.0,,30.0
def_ind_unknown_1797,min_height,5.0,m,5.0
def_unk_unknown_1798,min_area,0.5,ha,0.5
def_unk_unknown_1798,min_height,5.0,m,5.0
def_tan_2016_1801,min_area,0.5,ha,0.5
def_tan_2016_1801,min_canopy_cover,10.0,,10.0
def_tan_2016_1801,min_height,2.5,m,2.5
def_usa_2000_1802,min_area,1.0,acre,0.404686
def_usa_2000_1802,min_height,120.0,feet,36.576
def_usa_2000_1804,min_area,1.0,acre,0.404686
def_usa_2000_1804,min_height,120.0,feet,36.576
def_hun_unknown_1809,min_area,15.0,ha,15.0
def_unk_2003_1811,min_area,0.5,ha,0.5
def_unk_2003_1811,min_height,5.0,m,5.0
def_unk_2003_1811,min_width,2000.0,m,2000.0
def_aus_1999_1813,min_canopy_cover,20.0,,20.0
def_aus_1999_1813,min_height,10.0,m,10.0
def_unk_2000_1814,min_area,0.5,hectare,0.5
def_unk_2000_1814,min_canopy_cover,10.0,,10.0
def_unk_2000_1814,min_height,5.0,meter,5.0
def_unk_2000_1814,min_width,20.0,meter,20.0
def_unk_unknown_1815,min_area,0.5,ha,0.5
def_uni_2010_1818,min_area,2.0,ha,2.0
def_uni_2010_1818,min_canopy_cover,20.0,,20.0
def_uni_2010_1818,min_height,50.0,m,50.0
def_unk_unknown_1822,min_area,1.0,hectare,1.0
def_unk_unknown_1822,min_canopy_cover,10.0,,10.0
def_unk_unknown_1822,min_height,2.0,meter,2.0
def_unk_unknown_1823,min_area,1.0,hectare,1.0
def_unk_unknown_1823,min_height,5.0,metre,5.0
def_eur_unknown_1825,min_area,0.5,ha,0.5
def_eur_unknown_1825,min_canopy_cover,10.0,,10.0
def_eur_unknown_1825,min_height,5.0,m,5.0
def_eur_unknown_1825,min_width,20.0,m,20.0
def_unk_2009_1826,min_area,0.5,ha,0.5
def_unk_2009_1826,min_canopy_cover,10.0,,10.0
def_unk_2009_1826,min_height,5.0,m,5.0
def_est_2010_1827,min_area,0.5,ha,0.5
def_est_2010_1827,min_canopy_cover,10.0,,10.0
def_est_2010_1827,min_height,5.0,m,5.0
def_ind_unknown_1828,min_area,1.0,ha,1.0
def_ind_unknown_1828,min_canopy_cover,30.0,,30.0
def_ind_unknown_1828,min_height,5.0,m,5.0
def_new_unknown_1829,min_area,1.0,hectare,1.0
def_new_unknown_1829,min_height,5.0,metre,5.0
def_new_unknown_1829,min_width,30.0,metre,30.0
def_phi_2000_1830,min_area,0.5,hectare,0.5
def_phi_2000_1830,min_canopy_cover,10.0,,10.0
def_phi_2000_1830,min_height,5.0,meter,5.0
def_phi_2000_1830,min_width,20.0,meter,20.0
def_unk_2010_1832,min_area,0.5,ha,0.5
def_unk_2010_1832,min_canopy_cover,10.0,,10.0
def_unk_2010_1832,min_height,5.0,meter,5.0
def_est_2010_1833,min_area,0.5,ha,0.5
def_est_2010_1833,min_canopy_cover,30.0,,30.0
def_est_2010_1833,min_height,5.0,m,5.0
def_new_unknown_1834,min_canopy_cover,30.0,,30.0
def_new_unknown_1834,min_height,30.0,metre,30.0
def_new_unknown_1834,min_width,30.0,metre,30.0
def_uni_2010_1835,min_canopy_cover,20.0,,20.0
def_uni_2009_1836,min_area,0.1,hectare,0.1
def_uni_2009_1836,min_height,20.0,metre,20.0
def_uni_2009_1836,min_width,20.0,metre,20.0
def_usa_2007_1837,min_area,1.0,acre,0.404686
def_usa_2007_1837,min_canopy_cover,10.0,,10.0
def_usa_2007_1837,min_height,120.0,feet,36.576
def_usa_2000_1839,min_area,1.0,acre,0.404686
def_usa_2000_1839,min_height,120.0,feet,36.576
def_usa_unknown_1840,min_height,120.0,feet,36.576
def_usa_2000_1842,min_area,1.0,acre,0.404686
def_usa_2000_1842,min_height,120.0,feet,36.576
def_usa_unknown_1843,min_height,26.0,m,26.0
def_unk_2003_1844,min_area,0.5,ha,0.5
def_unk_2003_1844,min_height,5.0,m,5.0
def_unk_2003_1844,min_width,2000.0,m,2000.0
def_can_1998_1845,min_area,0.5,ha,0.5
def_can_1998_1845,min_canopy_cover,60.0,,60.0
def_can_1998_1845,min_height,40.0,metre,40.0
def_can_1998_1845,min_width,40.0,metre,40.0
def_uk_2014_1846,min_canopy_cover,20.0,,20.0
def_unk_2000_1847,min_area,0.5,hectare,0.5
def_unk_2000_1847,min_canopy_cover,10.0,,10.0
def_unk_2000_1847,min_height,5.0,meter,5.0
def_unk_2000_1847,min_width,20.0,meter,20.0
def_ger_unknown_1848,min_height,5.0,meter,5.0
def_unk_1998_1849,min_area,1.0,ha,1.0
def_unk_1998_1849,min_height,1.3,meter,1.3
